drug_id,condition_id,average_rating,class
Halcion,Insomnia,9.307692308,A
Eszopiclone,Insomnia,9.188235294,A
Zolpidem,Insomnia,9.119047619,A
Ambien,Insomnia,9.115577889,A
Trazodone,Insomnia,9.071428571,A
Elavil,Insomnia,9.010989011,A
Advil PM,Insomnia,9,B
Aspirin / diphenhydramine,Insomnia,9,B
Compoz Nighttime Sleep Aid,Insomnia,9,B
Doral,Insomnia,9,B
Unisom SleepGels,Insomnia,9,B
Unisom SleepMelts,Insomnia,9,B
Melatonin,Insomnia,8.985074627,B
Rozerem,Insomnia,8.947368421,B
Belsomra,Insomnia,8.925925926,B
Temazepam,Insomnia,8.901639344,B
Restoril,Insomnia,8.884615385,B
Tylenol PM,Insomnia,8.875,B
Diphenhydramine,Insomnia,8.873417722,B
Doxylamine,Insomnia,8.869565217,B
Ramelteon,Insomnia,8.833333333,B
Suvorexant,Insomnia,8.827586207,B
Sonata,Insomnia,8.818181818,B
Ambien CR,Insomnia,8.8,B
Zaleplon,Insomnia,8.777777778,B
Sominex,Insomnia,8.75,B
Edluar,Insomnia,8.714285714,B
Unisom SleepTabs,Insomnia,8.625,B
Simply Sleep,Insomnia,8.5,B
Valerian,Insomnia,7,C
Vanatrip,Insomnia,7,C
Fortamet,Insulin Resistance Syndrome,10,A
Pletal,Intermittent Claudication,10,A
Cilostazol,Intermittent Claudication,9.5,A
Pentoxifylline,Intermittent Claudication,8.666666667,B
Trental,Intermittent Claudication,8.5,B
Tofranil,Interstitial Cystitis,9.833333333,A
Pentosan polysulfate sodium,Interstitial Cystitis,9.444444444,A
Pyridium,Interstitial Cystitis,9.3,A
Elmiron,Interstitial Cystitis,9.228571429,A
Azo-Standard,Interstitial Cystitis,8.714285714,B
Azo Urinary Pain Relief,Interstitial Cystitis,8.5,B
Bimatoprost,Intraocular Hypertension,9.2,A
Latanoprost,Intraocular Hypertension,9.142857143,A
Combigan,Intraocular Hypertension,9,B
Loteprednol,Iritis,9.714285714,A
Feraheme,Iron Deficiency Anemia,10,A
Ferrous fumarate,Iron Deficiency Anemia,10,A
Ferumoxytol,Iron Deficiency Anemia,10,A
Heme iron polypeptide,Iron Deficiency Anemia,10,A
Iron sucrose,Iron Deficiency Anemia,10,A
ProFe,Iron Deficiency Anemia,10,A
Tandem,Iron Deficiency Anemia,10,A
Venofer,Iron Deficiency Anemia,10,A
Iron polysaccharide,Iron Deficiency Anemia,9.666666667,A
Ferrous gluconate,Iron Deficiency Anemia,9.333333333,A
Slow Fe,Iron Deficiency Anemia,9,B
Niferex,Iron Deficiency Anemia,8.666666667,B
Tegaserod,Irritable Bowel Syndrome,9.8125,A
Psyllium,Irritable Bowel Syndrome,9.8,A
Zelnorm,Irritable Bowel Syndrome,9.6875,A
Alosetron,Irritable Bowel Syndrome,9.666666667,A
Cholestyramine,Irritable Bowel Syndrome,9.553191489,A
Cholestyramine Light,Irritable Bowel Syndrome,9.5,A
Chlordiazepoxide / clidinium,Irritable Bowel Syndrome,9.482758621,A
Atropine / hyoscyamine / phenobarbital / scopolamine,Irritable Bowel Syndrome,9.4375,A
Donnatal,Irritable Bowel Syndrome,9.428571429,A
Eluxadoline,Irritable Bowel Syndrome,9.407407407,A
Rifaximin,Irritable Bowel Syndrome,9.384615385,A
Librax,Irritable Bowel Syndrome,9.375,A
Questran,Irritable Bowel Syndrome,9.333333333,A
Symax Duotab,Irritable Bowel Syndrome,9.333333333,A
Lactobacillus acidophilus,Irritable Bowel Syndrome,9.307692308,A
Viberzi,Irritable Bowel Syndrome,9.277777778,A
Xifaxan,Irritable Bowel Syndrome,9.263157895,A
Linaclotide,Irritable Bowel Syndrome,9.236051502,A
EnteraGam,Irritable Bowel Syndrome,9.2,A
Hyoscyamine,Irritable Bowel Syndrome,9.176470588,A
Immune globulin oral,Irritable Bowel Syndrome,9.166666667,A
Dicyclomine,Irritable Bowel Syndrome,9.154761905,A
Bentyl,Irritable Bowel Syndrome,9.138888889,A
Nortriptyline,Irritable Bowel Syndrome,9.074074074,A
HyoMax SL,Irritable Bowel Syndrome,9,B
Pamine,Irritable Bowel Syndrome,9,B
Anafranil,Irritable Bowel Syndrome,8.939393939,B
Venlafaxine,Irritable Bowel Syndrome,8.917043741,B
Levsin,Irritable Bowel Syndrome,8.6,B
HyoMax,Irritable Bowel Syndrome,8,C
Hyosyne,Irritable Bowel Syndrome,8,C
Nimotop,Ischemic Stroke,10,A
Aggrenox,"Ischemic Stroke, Prophylaxis",9.375,A
Aspirin / dipyridamole,"Ischemic Stroke, Prophylaxis",9,B
Restasis,Keratoconjunctivitis Sicca,9.6,A
Solaraze,Keratosis,10,A
Fluorouracil,Keratosis,9.06122449,A
Picato,Keratosis,8.666666667,B
Zyclara,Keratosis,8.315789474,B
Collagenase,Keratosis,7,C
Zosyn,Kidney Infections,8,C
Piperacillin / tazobactam,Kidney Infections,7,C
Oxytocin,Labor Induction,10,A
Misoprostol,Labor Induction,9,B
Cervidil,Labor Induction,8,C
Dinoprostone,Labor Induction,8,C
Lactase,Lactose Intolerance,9.5,A
Lactaid,Lactose Intolerance,9.333333333,A
Enalapril,Left Ventricular Dysfunction,8.833333333,B
Valsartan,Left Ventricular Dysfunction,8.823529412,B
Banzel,Lennox-Gastaut Syndrome,10,A
Rufinamide,Lennox-Gastaut Syndrome,10,A
Clobazam,Lennox-Gastaut Syndrome,9.666666667,A
Onfi,Lennox-Gastaut Syndrome,9.333333333,A
Felbamate,Lennox-Gastaut Syndrome,9,B
Donepezil,Lewy Body Dementia,8.75,B
Synalar,Lichen Sclerosus,10,A
Cutivate,Lichen Sclerosus,9.333333333,A
Betamethasone,Lichen Sclerosus,9.210526316,A
Versed,Light Sedation,9.875,A
Midazolam,Light Sedation,9.75,A
Chlorpromazine,Light Sedation,9.346153846,A
Egrifta,Lipodystrophy,8,C
Tesamorelin,Lipodystrophy,7.666666667,C
Eovist,Liver Magnetic Resonance Imaging,10,A
Sensorcaine-MPF,Local Anesthesia,10,A
Dibucaine,Local Anesthesia,9.666666667,A
Marcaine,Local Anesthesia,8,C
Mepivacaine,Local Anesthesia,8,C
Polocaine,Local Anesthesia,8,C
Bicillin L-A,"Lyme Disease, Neurologic",9.666666667,A
Doxy 100,"Lyme Disease, Neurologic",9.083333333,A
Dexasone,Lymphoma,10,A
Ranibizumab,Macular Degeneration,9.5,A
Lucentis,Macular Degeneration,9,B
Macugen,Macular Degeneration,9,B
Prozac Weekly,Major Depressive Disorde,9.5,A
Brexpiprazole,Major Depressive Disorde,9.109090909,A
Budeprion XL,Major Depressive Disorde,9.083333333,A
Wellbutrin XL,Major Depressive Disorde,9.071428571,A
Viibryd,Major Depressive Disorde,8.963636364,B
Fetzima,Major Depressive Disorde,8.914285714,B
Trintellix,Major Depressive Disorde,8.863013699,B
Levomilnacipran,Major Depressive Disorde,8.840909091,B
Vortioxetine,Major Depressive Disorde,8.809352518,B
Fansidar,Malaria,10,A
Pyrimethamine / sulfadoxine,Malaria,10,A
Artemether / lumefantrine,Malaria,9.666666667,A
Coartem,Malaria,9.5,A
Atovaquone / proguanil,Malaria,9.1,A
Daraprim,Malaria Prevention,10,A
Lariam,Malaria Prevention,10,A
Pyrimethamine,Malaria Prevention,10,A
Mefloquine,Malaria Prevention,9.75,A
Malarone,Malaria Prevention,9.181818182,A
Avastin,Malignant Glioma,9.083333333,A
Stavzor,Mania,10,A
Depakote Sprinkles,Mania,9,B
Depakote,Mania,8.56043956,B
Interferon alfa-2b,Melanoma,10,A
Vemurafenib,"Melanoma, Metastatic",9.5,A
Zelboraf,"Melanoma, Metastatic",9.5,A
Dabrafenib,"Melanoma, Metastatic",9,B
Mekinist,"Melanoma, Metastatic",9,B
Tafinlar,"Melanoma, Metastatic",9,B
Trametinib,"Melanoma, Metastatic",9,B
Pembrolizumab,"Melanoma, Metastatic",8.5,B
Fluocinolone / hydroquinone / tretinoin,Melasma,9.794117647,A
Tri-Luma,Melasma,9.714285714,A
Vancocin,Meningitis,7,C
Meningococcal group B vaccine,"Meningitis, Meningococcal",7,C
Estratest H.S.,Menopausal Disorders,9.8,A
Dienogest / estradiol,Menorrhagia,9.5,A
Natazia,Menorrhagia,9.5,A
Tranexamic acid,Menorrhagia,9.349206349,A
Lysteda,Menorrhagia,9.344827586,A
Loestrin 21 1 / 20,Menstrual Disorders,9.2,A
Microgestin 1.5 / 30,Menstrual Disorders,8,C
Necon 7 / 7 / 7,Menstrual Disorders,8,C
Zyvox,Methicillin-Resistant Staphylococcus Aureus Infection,9.25,A
Acetaminophen / aspirin / caffeine / salicylamide,Migraine,10,A
Alsuma,Migraine,10,A
Goody's Headache Powders,Migraine,10,A
Migergot,Migraine,10,A
Onzetra Xsail,Migraine,10,A
Sansert,Migraine,10,A
Vanquish,Migraine,10,A
Methylergonovine,Migraine,9.666666667,A
Almotriptan,Migraine,9.647058824,A
Axert,Migraine,9.631578947,A
Imitrex Statdose,Migraine,9.615384615,A
Excedrin,Migraine,9.6,A
Eletriptan,Migraine,9.583333333,A
Relpax,Migraine,9.580246914,A
Treximet,Migraine,9.547169811,A
Cambia,Migraine,9.538461538,A
Fiorinal,Migraine,9.511627907,A
Frovatriptan,Migraine,9.5,A
Methergine,Migraine,9.5,A
Sumavel DosePro,Migraine,9.5,A
Naproxen / sumatriptan,Migraine,9.473684211,A
Zomig,Migraine,9.466666667,A
Frova,Migraine,9.461538462,A
Dihydroergotamine,Migraine,9.4375,A
Maxalt,Migraine,9.430769231,A
Maxalt-MLT,Migraine,9.416666667,A
Rizatriptan,Migraine,9.413793103,A
Sumatriptan,Migraine,9.400943396,A
Naratriptan,Migraine,9.363636364,A
Amerge,Migraine,9.357142857,A
Aspirin / butalbital / caffeine,Migraine,9.357142857,A
Caffeine / ergotamine,Migraine,9.294117647,A
Imitrex,Migraine,9.288888889,A
Reglan,Migraine,9.285714286,A
Butalbital Compound,Migraine,9.272727273,A
Zolmitriptan,Migraine,9.228070175,A
Metoclopramide,Migraine,9.2,A
Cafergot,Migraine,9.125,A
Ergomar,Migraine,9,B
Ergotamine,Migraine,9,B
Migranal,Migraine,9,B
Zecuity,Migraine,9,B
Memantine,Migraine,8.666666667,B
Zomig-ZMT,Migraine,8.444444444,B
InnoPran XL,Migraine Prevention,9.5,A
Nadolol,Migraine Prevention,9.4375,A
Botox,Migraine Prevention,9.395833333,A
OnabotulinumtoxinA,Migraine Prevention,9.364583333,A
Inderal LA,Migraine Prevention,9,B
Nimodipine,Migraine Prevention,9,B
Topiramate,Migraine Prevention,8.970430108,B
Zonisamide,Migraine Prevention,8.756756757,B
Riboflavin,Migraine Prevention,8.5,B
Verelan,Migraine Prevention,8.5,B
Vitamin B2,Migraine Prevention,8,C
Aricept ODT,Mild Cognitive Impairment,9.5,A
Cyclizine,Motion Sickness,10,A
Travel-Eze,Motion Sickness,10,A
Bonine,Motion Sickness,9.608695652,A
Dramamine,Motion Sickness,9.592592593,A
Scopolamine,Motion Sickness,9.224489796,A
Transderm-Scop,Motion Sickness,9.153846154,A
Meclizine,Motion Sickness,9.134146341,A
NeutraSal,Mucositis,10,A
Saliva substitutes,Mucositis,9.8,A
Chlorhexidine,Mucositis,9.625,A
Lenalidomide,Multiple Myeloma,10,A
Pomalidomide,Multiple Myeloma,10,A
Pomalyst,Multiple Myeloma,10,A
Revlimid,Multiple Myeloma,10,A
Bortezomib,Multiple Myeloma,9.5,A
Velcade,Multiple Myeloma,9.5,A
Alemtuzumab,Multiple Sclerosis,10,A
Lemtrada,Multiple Sclerosis,10,A
Mitoxantrone,Multiple Sclerosis,10,A
Avonex Pen,Multiple Sclerosis,9.833333333,A
Corticotropin,Multiple Sclerosis,9.833333333,A
Tysabri,Multiple Sclerosis,9.684210526,A
Ampyra,Multiple Sclerosis,9.527777778,A
Dalfampridine,Multiple Sclerosis,9.5,A
Natalizumab,Multiple Sclerosis,9.404255319,A
Avonex,Multiple Sclerosis,9.357142857,A
Tecfidera,Multiple Sclerosis,9.277777778,A
Dimethyl fumarate,Multiple Sclerosis,9.235294118,A
Glatiramer,Multiple Sclerosis,9.206896552,A
Interferon beta-1a,Multiple Sclerosis,9.071428571,A
Betaseron,Multiple Sclerosis,9,B
Copaxone,Multiple Sclerosis,9,B
Interferon beta-1b,Multiple Sclerosis,9,B
Gilenya,Multiple Sclerosis,8.780487805,B
Fingolimod,Multiple Sclerosis,8.75,B
Peginterferon beta-1a,Multiple Sclerosis,8.5,B
Teriflunomide,Multiple Sclerosis,8.384615385,B
Rebif,Multiple Sclerosis,8.363636364,B
Aubagio,Multiple Sclerosis,8.083333333,B
Glatopa,Multiple Sclerosis,8,C
Rebif Rebidose,Multiple Sclerosis,8,C
Plegridy,Multiple Sclerosis,7,C
Acetaminophen / caffeine / magnesium salicylate,Muscle Pain,10,A
KneeRelief,Muscle Pain,10,A
Lidocaine / menthol,Muscle Pain,10,A
Salonpas Pain Patch,Muscle Pain,10,A
Aspirin / caffeine / orphenadrine,Muscle Pain,9.5,A
Soma Compound,Muscle Pain,9.375,A
Naprelan,Muscle Pain,9.333333333,A
Norgesic,Muscle Pain,9.25,A
Fexmid,Muscle Spasm,10,A
Norgesic Forte,Muscle Spasm,10,A
Parafon Forte DSC,Muscle Spasm,10,A
Carisoprodol,Muscle Spasm,9.6015625,A
Orphenadrine,Muscle Spasm,9.6,A
Soma,Muscle Spasm,9.598130841,A
Valium,Muscle Spasm,9.532374101,A
Aspirin / carisoprodol,Muscle Spasm,9.333333333,A
Norflex,Muscle Spasm,9.2,A
Metaxalone,Muscle Spasm,9.034482759,A
Zanaflex,Muscle Spasm,9.022222222,A
Lorzone,Muscle Spasm,9,B
Chlorzoxazone,Muscle Spasm,8.952380952,B
Skelaxin,Muscle Spasm,8.854166667,B
Tizanidine,Muscle Spasm,8.846153846,B
Amrix,Muscle Spasm,8.782608696,B
Robaxin,Muscle Spasm,8.727272727,B
Robaxin-750,Muscle Spasm,8.272727273,B
Lioresal Intrathecal,Muscle Spasm,7,C
Neostigmine,Myasthenia Gravis,10,A
Mestinon Timespan,Myasthenia Gravis,9.666666667,A
Mycophenolate mofetil,Myasthenia Gravis,9,B
Pyridostigmine,Myasthenia Gravis,8.571428571,B
Vidaza,Myelodysplastic Syndrome,9.8,A
Azacitidine,Myelodysplastic Syndrome,9.4,A
Famotidine / ibuprofen,NSAID-Induced Ulcer Prophylaxis,8.8,B
Ephedrine,Narcolepsy,9.5,A
Modafinil,Narcolepsy,9.256410256,A
Methylin,Narcolepsy,9.111111111,A
Xyrem,Narcolepsy,9.058823529,A
Sodium oxybate,Narcolepsy,9.020833333,A
Ritalin-SR,Narcolepsy,9,B
Nuvigil,Narcolepsy,8.788135593,B
Acrivastine / pseudoephedrine,Nasal Congestion,10,A
Afrin 4 Hour Extra Moisturizing,Nasal Congestion,10,A
Loratadine-D 24 Hour,Nasal Congestion,10,A
Mucinex Sinus-Max Full Force,Nasal Congestion,10,A
Naphazoline,Nasal Congestion,10,A
Nostrilla,Nasal Congestion,10,A
Privine,Nasal Congestion,10,A
Semprex-D,Nasal Congestion,10,A
Todays Health Nasal  Relief Extra Moisturizing,Nasal Congestion,10,A
Vicks Sinex 12-Hour Decongestant Nasal Spray,Nasal Congestion,10,A
Zicam Extreme Congestion Relief,Nasal Congestion,10,A
Brompheniramine / pseudoephedrine,Nasal Congestion,9.75,A
Chlorpheniramine / methscopolamine / phenylephrine,Nasal Congestion,9.75,A
Vicks Sinex Nasal Spray (old formulation),Nasal Congestion,9.714285714,A
Sudafed Congestion,Nasal Congestion,9.6,A
Xylometazoline,Nasal Congestion,9.583333333,A
Norel SR,Nasal Congestion,9.5,A
Phenylephrine,Nasal Congestion,9.444444444,A
Pseudoephedrine,Nasal Congestion,9.238095238,A
Afrin,Nasal Congestion,9.2,A
Loratadine / pseudoephedrine,Nasal Congestion,9.181818182,A
Claritin-D,Nasal Congestion,9.076923077,A
Afrin Original,Nasal Congestion,9,B
Claritin-D 12 Hour,Nasal Congestion,9,B
Sudafed 12-Hour,Nasal Congestion,9,B
Sudafed 24-Hour,Nasal Congestion,9,B
Sodium chloride,Nasal Congestion,8.5,B
Afrin Sinus,Nasal Congestion,8,C
Ayr Saline Nasal,Nasal Congestion,8,C
Compro,Nausea/Vomiting,10,A
Marezine,Nausea/Vomiting,10,A
Peppermint,Nausea/Vomiting,10,A
Trimethobenzamide,Nausea/Vomiting,10,A
Emetrol,Nausea/Vomiting,9.722222222,A
Dimenhydrinate,Nausea/Vomiting,9.655172414,A
Zofran ODT,Nausea/Vomiting,9.631578947,A
Haldol,Nausea/Vomiting,9.571428571,A
Zofran,Nausea/Vomiting,9.548076923,A
Phosphorated carbohydrate solution,Nausea/Vomiting,9.538461538,A
Ondansetron,Nausea/Vomiting,9.447204969,A
Prochlorperazine,Nausea/Vomiting,9.208333333,A
Compazine,Nausea/Vomiting,9.083333333,A
Pyridoxine,Nausea/Vomiting,9,B
Tigan,Nausea/Vomiting,9,B
Vitamin B6,Nausea/Vomiting,9,B
Benadryl,Nausea/Vomiting,8.888888889,B
Doxylamine / pyridoxine,Nausea/Vomiting of Pregnancy,9.216216216,A
Diclegis,Nausea/Vomiting of Pregnancy,9.093023256,A
Rolapitant,"Nausea/Vomiting, Chemotherapy Induced",10,A
Varubi,"Nausea/Vomiting, Chemotherapy Induced",10,A
Aprepitant,"Nausea/Vomiting, Chemotherapy Induced",9.9,A
Marinol,"Nausea/Vomiting, Chemotherapy Induced",9.4375,A
Granisetron,"Nausea/Vomiting, Chemotherapy Induced",9.333333333,A
Sancuso,"Nausea/Vomiting, Chemotherapy Induced",9.25,A
Aloxi,"Nausea/Vomiting, Postoperative",10,A
Palonosetron,"Nausea/Vomiting, Postoperative",10,A
Emend,"Nausea/Vomiting, Postoperative",9.9,A
Kytril,"Nausea/Vomiting, Postoperative",8.5,B
Pamelor,Neuralgia,9,B
Dilantin,Neurosurgery,9.033333333,A
Filgrastim,Neutropenia Associated with Chemotherapy,10,A
Neupogen,Neutropenia Associated with Chemotherapy,10,A
Pegfilgrastim,Neutropenia Associated with Chemotherapy,8.916666667,B
Neulasta,Neutropenia Associated with Chemotherapy,8.733333333,B
Qualaquin,Nocturnal Leg Cramps,9.5,A
Vitamin e,Nocturnal Leg Cramps,9.5,A
Calan SR,Nocturnal Leg Cramps,9.333333333,A
Quinine,Nocturnal Leg Cramps,9.166666667,A
Bendamustine,Non-Hodgkin's Lymphoma,9.25,A
Rituximab,Non-Hodgkin's Lymphoma,9.042553191,A
Treanda,Non-Hodgkin's Lymphoma,9,B
Afatinib,Non-Small Cell Lung Cance,10,A
Crizotinib,Non-Small Cell Lung Cance,10,A
Gilotrif,Non-Small Cell Lung Cance,10,A
Necitumumab,Non-Small Cell Lung Cance,10,A
Pemetrexed,Non-Small Cell Lung Cance,10,A
Gefitinib,Non-Small Cell Lung Cance,9.6,A
Nivolumab,Non-Small Cell Lung Cance,9.555555556,A
Erlotinib,Non-Small Cell Lung Cance,9.523809524,A
Iressa,Non-Small Cell Lung Cance,9.5,A
Tarceva,Non-Small Cell Lung Cance,9.380952381,A
Opdivo,Non-Small Cell Lung Cance,9,B
Xalkori,Non-Small Cell Lung Cance,9,B
Alimta,Non-Small Cell Lung Cance,8,C
Amikacin,Not Listed / Othe,10,A
Dimethyl sulfoxide,Not Listed / Othe,10,A
Olodaterol,Not Listed / Othe,10,A
Undecylenic acid,Not Listed / Othe,10,A
Bacitracin / neomycin / polymyxin b,Not Listed / Othe,9.666666667,A
Gatifloxacin,Not Listed / Othe,9,B
Alfuzosin,Not Listed / Othe,8.4375,B
Electrolyte replacement solutions,Not Listed / Othe,8,C
Didrex,Obesity,9.8,A
Diethylpropion,Obesity,9.56097561,A
Tenuate,Obesity,9.545454545,A
Lorcaserin,Obesity,9.435267857,A
Benzphetamine,Obesity,9.428571429,A
Chorionic gonadotropin (hcg),Obesity,9.4,A
Meridia,Obesity,9.375,A
Xenical,Obesity,9.309090909,A
Phentermine / topiramate,Obesity,9.242214533,A
Tenuate Dospan,Obesity,9.2,A
Phendimetrazine,Obesity,9.189873418,A
Liraglutide,Obesity,9.181972789,A
Saxenda,Obesity,9.167883212,A
Orlistat,Obesity,9.144067797,A
Contrave,Obesity,9.015517241,A
Bontril Slow Release,Obesity,9,B
Bupropion / naltrexone,Obesity,8.977198697,B
Alli,Obesity,8.935483871,B
Bontril PDM,Obesity,8.666666667,B
Phendiet,Obesity,8,C
Clomipramine,Obsessive Compulsive Disorde,9.191176471,A
Luvox,Obsessive Compulsive Disorde,9.073170732,A
Rilutek,Obsessive Compulsive Disorde,9,B
Riluzole,Obsessive Compulsive Disorde,8,C
Provigil,Obstructive Sleep Apnea/Hypopnea Syndrome,9.197674419,A
Armodafinil,Obstructive Sleep Apnea/Hypopnea Syndrome,8.869863014,B
Penlac Nail Lacquer,"Onychomycosis, Fingernail",8,C
Ciclodan,"Onychomycosis, Toenail",10,A
Tavaborole,"Onychomycosis, Toenail",9.6,A
Terbinafine,"Onychomycosis, Toenail",9.36036036,A
Lamisil,"Onychomycosis, Toenail",9.276595745,A
Efinaconazole,"Onychomycosis, Toenail",9.236842105,A
Jublia,"Onychomycosis, Toenail",9.184210526,A
Sporanox,"Onychomycosis, Toenail",9.166666667,A
Kerydin,"Onychomycosis, Toenail",9.142857143,A
Ciclopirox,"Onychomycosis, Toenail",9,B
Penlac,"Onychomycosis, Toenail",8,C
Estradiol Patch,Oophorectomy,8.666666667,B
Zymar,Ophthalmic Surgery,9.666666667,A
Suboxone,Opiate Dependence,9.579113924,A
Buprenorphine / naloxone,Opiate Dependence,9.518716578,A
Naltrexone,Opiate Dependence,9.369127517,A
Bunavail,Opiate Dependence,9.368421053,A
Vivitrol,Opiate Dependence,9.25,A
Subutex,Opiate Dependence,9.24137931,A
Zubsolv,Opiate Dependence,8.958333333,B
Dolophine,Opiate Withdrawal,9.307692308,A
Clonidine,Opiate Withdrawal,9.121338912,A
Methocarbamol,Opiate Withdrawal,8.847222222,B
Naloxone,Opioid Overdose,9.555555556,A
Narcan Injection,Opioid Overdose,9.5,A
Movantik,Opioid-Induced Constipation,9.142857143,A
Relistor,Opioid-Induced Constipation,9.142857143,A
Nystatin,Oral Thrush,9.125,A
Nilstat,Oral Thrush,9,B
Mycelex Troche,Oral Thrush,8,C
Gentian violet,Oral Thrush,7,C
Clove,Oral and Dental Conditions,10,A
Gengraf,"Organ Transplant, Rejection Prophylaxis",10,A
Hecoria,"Organ Transplant, Rejection Prophylaxis",10,A
Cyclosporine,"Organ Transplant, Rejection Prophylaxis",9.75,A
CellCept,"Organ Transplant, Rejection Prophylaxis",9.1875,A
Prograf,"Organ Transplant, Rejection Prophylaxis",8.823529412,B
Dolobid,Osteoarthritis,10,A
Zostrix,Osteoarthritis,10,A
Bextra,Osteoarthritis,9.8,A
Pennsaid,Osteoarthritis,9.6,A
Vimovo,Osteoarthritis,9.583333333,A
Esomeprazole / naproxen,Osteoarthritis,9.571428571,A
Supartz,Osteoarthritis,9.555555556,A
Limbrel,Osteoarthritis,9.5,A
Bioflavonoids,Osteoarthritis,9.4,A
Cataflam,Osteoarthritis,9.4,A
Euflexxa,Osteoarthritis,9.385964912,A
Sodium hyaluronate,Osteoarthritis,9.369863014,A
Hyaluronan,Osteoarthritis,9.269230769,A
Lodine,Osteoarthritis,9.25,A
Hylan g-f 20,Osteoarthritis,9.245614035,A
Voltaren,Osteoarthritis,9.213333333,A
Methyl salicylate,Osteoarthritis,9.2,A
Orthovisc,Osteoarthritis,9.170212766,A
Synvisc-One,Osteoarthritis,9.162162162,A
Meloxicam,Osteoarthritis,9.119047619,A
Duexis,Osteoarthritis,9,B
Monovisc,Osteoarthritis,9,B
Osteo Bi-Flex,Osteoarthritis,9,B
Celebrex,Osteoarthritis,8.9875,B
Mobic,Osteoarthritis,8.984375,B
Capsaicin,Osteoarthritis,8.909090909,B
Synvisc,Osteoarthritis,8.909090909,B
Naprosyn,Osteoarthritis,8.846153846,B
Relafen,Osteoarthritis,8.6875,B
Capzasin-HP,Osteoarthritis,8,C
Chondroitin / glucosamine / methylsulfonylmethane,Osteoarthritis,8,C
Daypro,Osteoarthritis,8,C
Limbrel 500,Osteoarthritis,8,C
Zometa,Osteolytic Bone Lesions of Multiple Myeloma,8.875,B
Zoledronic acid,Osteolytic Bone Metastases of Solid Tumors,9,B
Premarin,Osteoporosis,9.571428571,A
Prolia,Osteoporosis,9.5,A
Denosumab,Osteoporosis,9.466666667,A
Boniva,Osteoporosis,9.444444444,A
Ibandronate,Osteoporosis,9.3,A
Alendronate,Osteoporosis,9.25,A
Forteo,Osteoporosis,9.25,A
Risedronate,Osteoporosis,9.25,A
Teriparatide,Osteoporosis,9.217391304,A
Reclast,Osteoporosis,9.105263158,A
Calcium / vitamin d,Osteoporosis,9,B
Fosamax,Osteoporosis,9,B
Raloxifene,Osteoporosis,9,B
Calcitonin,Osteoporosis,8,C
Ciprodex,Otitis Externa,9.133333333,A
Ciprofloxacin / dexamethasone,Otitis Externa,9.125,A
A / B Otic,Otitis Media,10,A
Antipyrine / benzocaine,Otitis Media,10,A
Suprax,Otitis Media,9.25,A
Cefdinir,Otitis Media,8.972972973,B
Clarithromycin,Otitis Media,8.643410853,B
Carboplatin,Ovarian Cance,9,B
Paraplatin,Ovarian Cance,9,B
Paclitaxel,Ovarian Cance,8.333333333,B
Belladonna / opium,Overactive Bladde,9.833333333,A
Enablex,Overactive Bladde,9.75,A
Detrol,Overactive Bladde,9.5,A
Myrbetriq,Overactive Bladde,9.222222222,A
Darifenacin,Overactive Bladde,9.142857143,A
Oxybutynin,Overactive Bladde,9.138613861,A
Mirabegron,Overactive Bladde,9.128205128,A
Oxytrol,Overactive Bladde,9,B
Sanctura,Overactive Bladde,8.909090909,B
Fesoterodine,Overactive Bladde,8.846153846,B
Trospium,Overactive Bladde,8.833333333,B
Solifenacin,Overactive Bladde,8.780487805,B
VESIcare,Overactive Bladde,8.694444444,B
Toviaz,Overactive Bladde,8.545454545,B
Gelnique,Overactive Bladde,8,C
Pregnyl,Ovulation Induction,9.5,A
Actonel,Paget's Disease,9,B
Aspirin / caffeine,Pain,10,A
Bupivacaine liposome,Pain,10,A
Buprenex,Pain,10,A
Children's Motrin,Pain,10,A
Doans Pills Extra Strength,Pain,10,A
Duramorph,Pain,10,A
Exparel,Pain,10,A
Feverall,Pain,10,A
Levorphanol,Pain,10,A
Lidocaine Viscous,Pain,10,A
Lorcet,Pain,10,A
Magnacet,Pain,10,A
Magnesium salicylate,Pain,10,A
Maxidone,Pain,10,A
Medi-Quik Spray,Pain,10,A
Motrin IB,Pain,10,A
Oxyfast,Pain,10,A
Palladone,Pain,10,A
Percodan,Pain,10,A
Roxicodone Intensol,Pain,10,A
Vitapap,Pain,10,A
Valdecoxib,Pain,9.777777778,A
Dilaudid-HP,Pain,9.75,A
Nubain,Pain,9.714285714,A
Meperitab,Pain,9.666666667,A
Talwin,Pain,9.666666667,A
Zorvolex,Pain,9.625,A
Aspirin / caffeine / salicylamide,Pain,9.6,A
Nalbuphine,Pain,9.5625,A
Ketoprofen,Pain,9.533333333,A
Demerol,Pain,9.526315789,A
Butorphanol,Pain,9.517241379,A
Aspirin / carisoprodol / codeine,Pain,9.5,A
Meperidine,Pain,9.5,A
Vicodin HP,Pain,9.5,A
Methadose,Pain,9.454545455,A
Dilaudid,Pain,9.431137725,A
Stadol,Pain,9.428571429,A
Diphenhydramine / naproxen,Pain,9.4,A
Panlor SS,Pain,9.4,A
Codeine,Pain,9.391304348,A
Roxicet,Pain,9.363636364,A
Toradol,Pain,9.357142857,A
Zipsor,Pain,9.35,A
Hydromorphone,Pain,9.348837209,A
Acetaminophen / caffeine / dihydrocodeine,Pain,9.333333333,A
