drugName,rating,condition,class
Azilsartan medoxomil / chlorthalidone,9.142857142857142,High Blood Pressure,A
Edarbyclor,9.142857142857142,High Blood Pressure,A
Lopressor,9.125,High Blood Pressure,A
Bystolic,9.121951219512194,High Blood Pressure,A
Lotrel,9.11111111111111,High Blood Pressure,A
Olmesartan,9.101449275362318,High Blood Pressure,A
Bisoprolol,9.1,High Blood Pressure,A
Nebivolol,9.079545454545455,High Blood Pressure,A
Benicar,9.066666666666666,High Blood Pressure,A
Hydrochlorothiazide / triamterene,9.045454545454545,High Blood Pressure,A
Ramipril,9.030303030303031,High Blood Pressure,A
Aliskiren,9.0,High Blood Pressure,B
Diovan HCT,9.0,High Blood Pressure,B
Eplerenone,9.0,High Blood Pressure,B
Hydrochlorothiazide / valsartan,9.0,High Blood Pressure,B
Monopril,9.0,High Blood Pressure,B
Perindopril,9.0,High Blood Pressure,B
Tarka,9.0,High Blood Pressure,B
Tekturna,9.0,High Blood Pressure,B
Telmisartan,9.0,High Blood Pressure,B
Tenoretic 50,9.0,High Blood Pressure,B
Diovan,8.96551724137931,High Blood Pressure,B
Amlodipine / benazepril,8.933333333333334,High Blood Pressure,B
Micardis,8.916666666666666,High Blood Pressure,B
Toprol-XL,8.88888888888889,High Blood Pressure,B
Lisinopril,8.876470588235295,High Blood Pressure,B
Valsartan,8.871794871794872,High Blood Pressure,B
Amlodipine,8.871287128712872,High Blood Pressure,B
Hydrochlorothiazide / lisinopril,8.84,High Blood Pressure,B
Prinivil,8.8,High Blood Pressure,B
Cozaar,8.793103448275861,High Blood Pressure,B
Coreg CR,8.75,High Blood Pressure,B
Enalapril,8.75,High Blood Pressure,B
Hydrochlorothiazide,8.73913043478261,High Blood Pressure,B
Amlodipine / hydrochlorothiazide / olmesartan,8.727272727272727,High Blood Pressure,B
Tribenzor,8.727272727272727,High Blood Pressure,B
Candesartan,8.7,High Blood Pressure,B
Metoprolol,8.694117647058823,High Blood Pressure,B
Losartan,8.657142857142857,High Blood Pressure,B
Irbesartan,8.6,High Blood Pressure,B
Nifedipine,8.58974358974359,High Blood Pressure,B
Benazepril,8.428571428571429,High Blood Pressure,B
Norvasc,8.407407407407407,High Blood Pressure,B
Exforge,8.368421052631579,High Blood Pressure,B
Avapro,8.363636363636363,High Blood Pressure,B
Atacand,8.333333333333334,High Blood Pressure,B
Bisoprolol / hydrochlorothiazide,8.333333333333334,High Blood Pressure,B
Hydralazine,8.333333333333334,High Blood Pressure,B
Metoprolol Tartrate,8.25,High Blood Pressure,B
Zestril,8.166666666666666,High Blood Pressure,B
Hydrochlorothiazide / moexipril,8.0,High Blood Pressure,C
Moexipril,8.0,High Blood Pressure,C
Prinzide,8.0,High Blood Pressure,C
Procardia XL,8.0,High Blood Pressure,C
Uniretic,8.0,High Blood Pressure,C
Univasc,8.0,High Blood Pressure,C
Ziac,7.888888888888889,High Blood Pressure,C
Adalat CC,7.0,High Blood Pressure,C
Labetalol,7.0,High Blood Pressure,C
Normodyne,7.0,High Blood Pressure,C
Quinapril,7.0,High Blood Pressure,C
Advicor,10.0,High Cholesterol,A
B3-500-Gr,10.0,High Cholesterol,A
Lovastatin / niacin,10.0,High Cholesterol,A
Red yeast rice,10.0,High Cholesterol,A
Repatha,9.695652173913043,High Cholesterol,A
Lopid,9.666666666666666,High Cholesterol,A
Lovastatin,9.571428571428571,High Cholesterol,A
Altoprev,9.5,High Cholesterol,A
Ezetimibe / simvastatin,9.5,High Cholesterol,A
Slo-Niacin,9.5,High Cholesterol,A
Vytorin,9.5,High Cholesterol,A
Rosuvastatin,9.416666666666666,High Cholesterol,A
Praluent,9.375,High Cholesterol,A
Crestor,9.363636363636363,High Cholesterol,A
Ezetimibe,9.31578947368421,High Cholesterol,A
Zocor,9.285714285714286,High Cholesterol,A
Zetia,9.277777777777779,High Cholesterol,A
Atorvastatin,9.116279069767442,High Cholesterol,A
Gemfibrozil,9.1,High Cholesterol,A
Livalo,9.0,High Cholesterol,B
Pravachol,9.0,High Cholesterol,B
Simvastatin,8.971428571428572,High Cholesterol,B
Pitavastatin,8.952380952380953,High Cholesterol,B
Lipitor,8.947368421052632,High Cholesterol,B
Pravastatin,8.875,High Cholesterol,B
Trilipix,8.571428571428571,High Cholesterol,B
Fenofibric acid,8.555555555555555,High Cholesterol,B
Niaspan,8.384615384615385,High Cholesterol,B
Niacin / simvastatin,8.2,High Cholesterol,B
Evolocumab,9.615384615384615,High Cholesterol Familial Heterozygous,A
Mevacor,9.5,High Cholesterol Familial Heterozygous,A
Alirocumab,9.375,High Cholesterol Familial Heterozygous,A
Vaniqa,9.5,Hirsutism,A
Eflornithine,9.487804878048781,Hirsutism,A
Estratest,10.0,Hot Flashes,A
Bazedoxifene / conjugated estrogens,9.571428571428571,Hot Flashes,A
Duavee,9.571428571428571,Hot Flashes,A
Brisdelle,8.68421052631579,Hot Flashes,B
Aldara,9.28,Human Papilloma Virus,A
Cimetidine,9.142857142857142,Human Papilloma Virus,A
Tagamet,9.0,Human Papilloma Virus,B
Imiquimod,8.764285714285714,Human Papilloma Virus,B
Podophyllum resin,7.0,Human Papilloma Virus,C
Human papillomavirus vaccine,9.636363636363637,Human Papillomavirus Prophylaxis,A
Gardasil,9.6,Human Papillomavirus Prophylaxis,A
Zometa,9.1,Hypercalcemia of Malignancy,A
Xerac AC,10.0,Hyperhidrosis,A
Hypercare,9.602339181286549,Hyperhidrosis,A
Aluminum chloride hexahydrate,9.567282321899736,Hyperhidrosis,A
Drysol,9.521052631578947,Hyperhidrosis,A
Hytrin,9.2,Hyperhidrosis,A
Oxybutynin,9.037593984962406,Hyperhidrosis,A
Terazosin,9.0,Hyperhidrosis,B
Kionex,10.0,Hyperkalemia,A
Sodium polystyrene sulfonate,10.0,Hyperkalemia,A
Simcor,8.2,Hyperlipoproteinemia,B
Calcifediol,10.0,Hyperparathyroidism Secondary to Renal Impairment,A
Rayaldee,10.0,Hyperparathyroidism Secondary to Renal Impairment,A
Calcium acetate,8.0,Hyperphosphatemia,C
PhosLo,8.0,Hyperphosphatemia,C
Fosrenol,9.0,Hyperphosphatemia of Renal Failure,B
Lanthanum carbonate,9.0,Hyperphosphatemia of Renal Failure,B
Renvela,9.0,Hyperphosphatemia of Renal Failure,B
Auryxia,8.0,Hyperphosphatemia of Renal Failure,C
Ferric citrate,8.0,Hyperphosphatemia of Renal Failure,C
Sevelamer,8.0,Hyperphosphatemia of Renal Failure,C
Renagel,7.0,Hyperphosphatemia of Renal Failure,C
Dostinex,9.285714285714286,Hyperprolactinemia,A
Bromocriptine,9.0,Hyperprolactinemia,B
Cabergoline,8.962962962962964,Hyperprolactinemia,B
Parlodel,8.857142857142858,Hyperprolactinemia,B
NoDoz,9.166666666666666,Hypersomnia,A
Caffeine,8.833333333333334,Hypersomnia,B
Vivarin,8.75,Hypersomnia,B
Pima,10.0,Hyperthyroidism,A
Potassium iodide,10.0,Hyperthyroidism,A
Tapazole,10.0,Hyperthyroidism,A
Methimazole,9.0,Hyperthyroidism,B
Icosapent,9.75,Hypertriglyceridemia,A
Vascepa,9.647058823529411,Hypertriglyceridemia,A
TriCor,9.4,Hypertriglyceridemia,A
Fenofibrate,9.352941176470589,Hypertriglyceridemia,A
Omacor,9.0,Hypertriglyceridemia,B
Omega-3 polyunsaturated fatty acids,8.9375,Hypertriglyceridemia,B
Lipofen,8.5,Hypertriglyceridemia,B
Addyi,9.5,Hypoactive Sexual Desire Disorde,A
Flibanserin,9.5,Hypoactive Sexual Desire Disorde,A
Rocaltrol,10.0,Hypocalcemia,A
Hyaluronidase,10.0,Hypodermoclysis,A
Hylenex,10.0,Hypodermoclysis,A
Cenestin,10.0,Hypoestrogenism,A
Glucose,9.666666666666666,Hypoglycemia,A
Diazoxide,9.0,Hypoglycemia,B
Insta-Glucose,9.0,Hypoglycemia,B
Proglycem,9.0,Hypoglycemia,B
Follicle stimulating hormone,10.0,Hypogonadism Male,A
Gonal-f,10.0,Hypogonadism Male,A
Methitest,10.0,Hypogonadism Male,A
Methyltestosterone,10.0,Hypogonadism Male,A
Ovidrel,10.0,Hypogonadism Male,A
Depo-Testosterone,9.4,Hypogonadism Male,A
Androderm,9.25,Hypogonadism Male,A
Testopel,9.25,Hypogonadism Male,A
Axiron,9.140625,Hypogonadism Male,A
AndroGel,9.035087719298245,Hypogonadism Male,A
Testosterone,9.026022304832713,Hypogonadism Male,A
Aveed,9.0,Hypogonadism Male,B
Delatestryl,9.0,Hypogonadism Male,B
Natesto,9.0,Hypogonadism Male,B
Fortesta,8.733333333333333,Hypogonadism Male,B
Testim,8.652173913043478,Hypogonadism Male,B
Striant,7.0,Hypogonadism Male,C
Potassium chloride,9.166666666666666,Hypokalemia,A
Klor-Con,8.666666666666666,Hypokalemia,B
Dichlorphenamide,9.0,Hypokalemic Periodic Paralysis,B
Magnesium amino acids chelate,10.0,Hypomagnesemia,A
Calcitriol,9.285714285714286,Hypoparathyroidism,A
Natpara,8.0,Hypoparathyroidism,C
Parathyroid hormone,8.0,Hypoparathyroidism,C
Midodrine,9.23076923076923,Hypotension,A
Levophed,8.0,Hypotension,C
Norepinephrine,8.0,Hypotension,C
Westhroid,9.75,Hypothyroidism After Thyroid Removal,A
Nature-Throid,9.655172413793103,Hypothyroidism After Thyroid Removal,A
Thyroid desiccated,9.506578947368421,Hypothyroidism After Thyroid Removal,A
Eltrombopag,10.0,Idiopathic Thrombocytopenic Purpura,A
Promacta,10.0,Idiopathic Thrombocytopenic Purpura,A
Romiplostim,9.5,Idiopathic Thrombocytopenic Purpura,A
Nplate,9.0,Idiopathic Thrombocytopenic Purpura,B
Altabax,9.0,Impetig,B
Retapamulin,9.0,Impetig,B
Magaldrate / simethicone,10.0,Indigestion,A
Solu-Medrol,9.6,Inflammatory Conditions,A
Depo-Medrol,9.5,Inflammatory Conditions,A
Medrol Dosepak,9.454545454545455,Inflammatory Conditions,A
Methylprednisolone,9.294520547945206,Inflammatory Conditions,A
Meloxicam,9.123287671232877,Inflammatory Conditions,A
Dexamethasone,9.0,Inflammatory Conditions,B
Dexamethasone Intensol,9.0,Inflammatory Conditions,B
Decadron,8.875,Inflammatory Conditions,B
Oseltamivir,9.26060606060606,Influenza,A
Tamiflu,9.245283018867925,Influenza,A
Influenza virus vaccine inactivated,9.333333333333334,Influenza Prophylaxis,A
FluMist,8.0,Influenza Prophylaxis,C
Influenza virus vaccine live trivalent,8.0,Influenza Prophylaxis,C
Ethchlorvynol,10.0,Insomnia,A
Hetlioz,10.0,Insomnia,A
Nembutal Sodium,10.0,Insomnia,A
Pentobarbital,10.0,Insomnia,A
Secobarbital,10.0,Insomnia,A
Seconal,10.0,Insomnia,A
Seconal Sodium,10.0,Insomnia,A
Tasimelteon,10.0,Insomnia,A
Estazolam,9.76923076923077,Insomnia,A
Intermezzo,9.666666666666666,Insomnia,A
Tryptophan,9.666666666666666,Insomnia,A
Zolpimist,9.666666666666666,Insomnia,A
Somnote,9.571428571428571,Insomnia,A
Dalmane,9.5,Insomnia,A
Excedrin PM,9.5,Insomnia,A
Quazepam,9.5,Insomnia,A
Triazolam,9.5,Insomnia,A
Halcion,9.470588235294118,Insomnia,A
Flurazepam,9.4375,Insomnia,A
Ativan,9.420168067226891,Insomnia,A
Chloral hydrate,9.416666666666666,Insomnia,A
Diphenhydramine / naproxen,9.384615384615385,Insomnia,A
Silenor,9.37704918032787,Insomnia,A
Lorazepam,9.348643006263048,Insomnia,A
Doral,9.333333333333334,Insomnia,A
Nytol,9.333333333333334,Insomnia,A
Lunesta,9.32967032967033,Insomnia,A
Doxepin,9.31578947368421,Insomnia,A
Eszopiclone,9.240384615384615,Insomnia,A
Ambien,9.154440154440154,Insomnia,A
Zolpidem,9.109557109557109,Insomnia,A
Trazodone,9.065259117082533,Insomnia,A
Acetaminophen / diphenhydramine,9.058823529411764,Insomnia,A
Restoril,9.023809523809524,Insomnia,A
Melatonin,9.011904761904763,Insomnia,A
Aspirin / diphenhydramine,9.0,Insomnia,B
Compoz Nighttime Sleep Aid,9.0,Insomnia,B
Diphenhydramine / ibuprofen,9.0,Insomnia,B
Prosom,9.0,Insomnia,B
Tylenol PM,9.0,Insomnia,B
Unisom SleepGels,9.0,Insomnia,B
Unisom SleepMelts,9.0,Insomnia,B
Zaleplon,8.973684210526315,Insomnia,B
Doxylamine,8.968253968253968,Insomnia,B
Temazepam,8.934640522875817,Insomnia,B
Belsomra,8.926470588235293,Insomnia,B
Ramelteon,8.91304347826087,Insomnia,B
Edluar,8.875,Insomnia,B
Sonata,8.869565217391305,Insomnia,B
Suvorexant,8.869565217391305,Insomnia,B
Ambien CR,8.842105263157896,Insomnia,B
Simply Sleep,8.833333333333334,Insomnia,B
Rozerem,8.80952380952381,Insomnia,B
Sominex,8.76923076923077,Insomnia,B
Unisom SleepTabs,8.68421052631579,Insomnia,B
Sleep Aid,8.666666666666666,Insomnia,B
Valerian,7.0,Insomnia,C
Vanatrip,7.0,Insomnia,C
Fortamet,10.0,Insulin Resistance Syndrome,A
Humulin R U-500 (Concentrated),10.0,Insulin Resistance Syndrome,A
Insulin regular,9.666666666666666,Insulin Resistance Syndrome,A
Pletal,10.0,Intermittent Claudication,A
Cilostazol,9.333333333333334,Intermittent Claudication,A
Pentoxifylline,8.666666666666666,Intermittent Claudication,B
Trental,8.5,Intermittent Claudication,B
Azo Urinary Pain Relief,10.0,Interstitial Cystitis,A
Pentosan polysulfate sodium,9.428571428571429,Interstitial Cystitis,A
Elmiron,9.4,Interstitial Cystitis,A
Phenazopyridine,9.390625,Interstitial Cystitis,A
Pyridium,9.2,Interstitial Cystitis,A
Uristat,9.0,Interstitial Cystitis,B
Azo-Standard,8.5,Interstitial Cystitis,B
Travatan,10.0,Intraocular Hypertension,A
Travatan Z,10.0,Intraocular Hypertension,A
Feraheme,10.0,Iron Deficiency Anemia,A
Ferrous fumarate,10.0,Iron Deficiency Anemia,A
Ferrous fumarate / iron polysaccharide,10.0,Iron Deficiency Anemia,A
Ferumoxytol,10.0,Iron Deficiency Anemia,A
Poly Iron,10.0,Iron Deficiency Anemia,A
ProFe,10.0,Iron Deficiency Anemia,A
Slow Fe,10.0,Iron Deficiency Anemia,A
Tandem,10.0,Iron Deficiency Anemia,A
Venofer,10.0,Iron Deficiency Anemia,A
Ferrous gluconate,9.5,Iron Deficiency Anemia,A
Ferrous sulfate,9.5,Iron Deficiency Anemia,A
Iron sucrose,9.5,Iron Deficiency Anemia,A
Iron polysaccharide,9.2,Iron Deficiency Anemia,A
Niferex,8.666666666666666,Iron Deficiency Anemia,B
Konsyl,10.0,Irritable Bowel Syndrome,A
Tegaserod,9.761904761904763,Irritable Bowel Syndrome,A
Zelnorm,9.761904761904763,Irritable Bowel Syndrome,A
Levsin SL,9.714285714285714,Irritable Bowel Syndrome,A
Lotronex,9.666666666666666,Irritable Bowel Syndrome,A
Donnatal,9.6,Irritable Bowel Syndrome,A
Cholestyramine,9.573770491803279,Irritable Bowel Syndrome,A
Atropine / hyoscyamine / phenobarbital / scopolamine,9.565217391304348,Irritable Bowel Syndrome,A
Chlordiazepoxide / clidinium,9.5,Irritable Bowel Syndrome,A
Cholestyramine Light,9.5,Irritable Bowel Syndrome,A
Symax Duotab,9.5,Irritable Bowel Syndrome,A
Librax,9.484848484848484,Irritable Bowel Syndrome,A
Rifaximin,9.45,Irritable Bowel Syndrome,A
Xifaxan,9.357142857142858,Irritable Bowel Syndrome,A
Eluxadoline,9.356164383561644,Irritable Bowel Syndrome,A
Viberzi,9.356164383561644,Irritable Bowel Syndrome,A
Dicyclomine,9.182692307692308,Irritable Bowel Syndrome,A
Hyoscyamine,9.142857142857142,Irritable Bowel Syndrome,A
Bentyl,9.108695652173912,Irritable Bowel Syndrome,A
EnteraGam,9.0,Irritable Bowel Syndrome,B
HyoMax SL,9.0,Irritable Bowel Syndrome,B
Immune globulin oral,9.0,Irritable Bowel Syndrome,B
Levsin,8.571428571428571,Irritable Bowel Syndrome,B
Methscopolamine,8.5,Irritable Bowel Syndrome,B
Pamine Forte,8.5,Irritable Bowel Syndrome,B
HyoMax,8.0,Irritable Bowel Syndrome,C
Hyosyne,7.5,Irritable Bowel Syndrome,C
Pamine,7.0,Irritable Bowel Syndrome,C
Nimotop,10.0,Ischemic Stroke,A
Clopidogrel,9.34375,Ischemic Stroke,A
Plavix,9.321428571428571,Ischemic Stroke,A
Aggrenox,9.375,Ischemic Stroke Prophylaxis,A
Aspirin / dipyridamole,9.375,Ischemic Stroke Prophylaxis,A
Restasis,9.647058823529411,Keratoconjunctivitis Sicca,A
Cyclosporine,9.481481481481481,Keratoconjunctivitis Sicca,A
Solaraze,10.0,Keratosis,A
Carac,9.1875,Keratosis,A
Ingenol,8.666666666666666,Keratosis,B
Picato,8.666666666666666,Keratosis,B
Zyclara,8.227272727272727,Keratosis,B
Collagenase,7.0,Keratosis,C
Collagenase Santyl,7.0,Keratosis,C
Piperacillin / tazobactam,7.666666666666667,Kidney Infections,C
Oxytocin,10.0,Labor Induction,A
Pitocin,10.0,Labor Induction,A
Cervidil,8.0,Labor Induction,C
Dinoprostone,8.0,Labor Induction,C
Lactase,9.5,Lactose Intolerance,A
Lactaid,9.333333333333334,Lactose Intolerance,A
Vasotec,9.0,Left Ventricular Dysfunction,B
Banzel,10.0,Lennox-Gastaut Syndrome,A
Rufinamide,10.0,Lennox-Gastaut Syndrome,A
Clobazam,9.666666666666666,Lennox-Gastaut Syndrome,A
Onfi,9.333333333333334,Lennox-Gastaut Syndrome,A
Synalar,10.0,Lichen Sclerosus,A
Cutivate,9.25,Lichen Sclerosus,A
Fluocinolone,9.222222222222221,Lichen Sclerosus,A
Versed,9.818181818181818,Light Anesthesia,A
Midazolam,9.785714285714286,Light Anesthesia,A
Egrifta,7.666666666666667,Lipodystrophy,C
Tesamorelin,7.666666666666667,Lipodystrophy,C
Eovist,10.0,Liver Magnetic Resonance Imaging,A
Gadoxetate disodium,10.0,Liver Magnetic Resonance Imaging,A
Sensorcaine-MPF,10.0,Local Anesthesia,A
Solarcaine Burn Relief,10.0,Local Anesthesia,A
Bupivacaine,9.5,Local Anesthesia,A
Marcaine,8.0,Local Anesthesia,C
Mepivacaine,8.0,Local Anesthesia,C
Polocaine,8.0,Local Anesthesia,C
Bicillin L-A,9.25,Lyme Disease Neurologic,A
Penicillin g benzathine,9.25,Lyme Disease Neurologic,A
Dexasone,10.0,Lymphoma,A
Eylea,9.0,Macular Degeneration,B
Lucentis,9.0,Macular Degeneration,B
Macugen,9.0,Macular Degeneration,B
Pegaptanib,9.0,Macular Degeneration,B
Ranibizumab,9.0,Macular Degeneration,B
Brexpiprazole,9.016666666666667,Major Depressive Disorde,A
Rexulti,8.98076923076923,Major Depressive Disorde,B
Levomilnacipran,8.82,Major Depressive Disorde,B
Atovaquone,10.0,Malaria,A
Fansidar,10.0,Malaria,A
Halfan,10.0,Malaria,A
Halofantrine,10.0,Malaria,A
Pyrimethamine / sulfadoxine,10.0,Malaria,A
Artemether / lumefantrine,9.666666666666666,Malaria,A
Coartem,9.666666666666666,Malaria,A
Daraprim,10.0,Malaria Prevention,A
Lariam,10.0,Malaria Prevention,A
Pyrimethamine,10.0,Malaria Prevention,A
Mefloquine,9.75,Malaria Prevention,A
Atovaquone / proguanil,9.23076923076923,Malaria Prevention,A
Malarone,9.23076923076923,Malaria Prevention,A
Stavzor,10.0,Mania,A
Depakote Sprinkles,9.0,Mania,B
Interferon alfa-2b,10.0,Melanoma,A
Vemurafenib,9.5,Melanoma Metastatic,A
Zelboraf,9.5,Melanoma Metastatic,A
Dabrafenib,9.0,Melanoma Metastatic,B
Mekinist,9.0,Melanoma Metastatic,B
Tafinlar,9.0,Melanoma Metastatic,B
Trametinib,9.0,Melanoma Metastatic,B
Keytruda,8.5,Melanoma Metastatic,B
Pembrolizumab,8.5,Melanoma Metastatic,B
Fluocinolone / hydroquinone / tretinoin,9.78048780487805,Melasma,A
Tri-Luma,9.78048780487805,Melasma,A
Vancocin,7.0,Meningitis,C
Meningococcal group B vaccine,7.0,Meningitis Meningococcal,C
Estratest H.S.,9.714285714285714,Menopausal Disorders,A
Esterified estrogens / methyltestosterone,9.692307692307692,Menopausal Disorders,A
Dienogest / estradiol,9.5,Menorrhagia,A
Lysteda,9.394736842105264,Menorrhagia,A
Tranexamic acid,9.368421052631579,Menorrhagia,A
Necon 7 / 7 / 7,9.333333333333334,Menstrual Disorders,A
Ethinyl estradiol / norethindrone,8.851538925769463,Menstrual Disorders,B
Nortrel 1 / 35,8.714285714285714,Menstrual Disorders,B
Alsuma,10.0,Migraine,A
Goodys Headache Powders,10.0,Migraine,A
Migergot,10.0,Migraine,A
Onzetra Xsail,10.0,Migraine,A
Sansert,10.0,Migraine,A
Vanquish,10.0,Migraine,A
Acetaminophen / aspirin / caffeine / salicylamide,9.75,Migraine,A
Methergine,9.666666666666666,Migraine,A
Methylergonovine,9.666666666666666,Migraine,A
Excedrin,9.636363636363637,Migraine,A
Cambia,9.6,Migraine,A
Eletriptan,9.574257425742575,Migraine,A
Relpax,9.565656565656566,Migraine,A
Frovatriptan,9.555555555555555,Migraine,A
Frova,9.545454545454545,Migraine,A
Sumavel DosePro,9.533333333333333,Migraine,A
Naproxen / sumatriptan,9.525641025641026,Migraine,A
Maxalt-MLT,9.50943396226415,Migraine,A
Treximet,9.506849315068493,Migraine,A
Axert,9.5,Migraine,A
Goody's Extra-Strength Headache Powders,9.5,Migraine,A
Rizatriptan,9.46236559139785,Migraine,A
Zomig,9.45,Migraine,A
Acetaminophen / aspirin / caffeine,9.4375,Migraine,A
Maxalt,9.435294117647059,Migraine,A
Almotriptan,9.4,Migraine,A
Sumatriptan,9.383399209486166,Migraine,A
Caffeine / ergotamine,9.35,Migraine,A
Naratriptan,9.333333333333334,Migraine,A
Zolmitriptan,9.277777777777779,Migraine,A
Amerge,9.263157894736842,Migraine,A
Dihydroergotamine,9.238095238095237,Migraine,A
Migranal,9.23076923076923,Migraine,A
D.H.E. 45,9.166666666666666,Migraine,A
Ergomar,9.0,Migraine,B
Ergotamine,9.0,Migraine,B
Zecuity,9.0,Migraine,B
Cafergot,8.909090909090908,Migraine,B
Zomig-ZMT,8.636363636363637,Migraine,B
Calan,10.0,Migraine Prevention,A
InnoPran XL,9.5,Migraine Prevention,A
Verapamil,9.44186046511628,Migraine Prevention,A
Nadolol,9.318181818181818,Migraine Prevention,A
Inderal,9.090909090909092,Migraine Prevention,A
Calan SR,9.0,Migraine Prevention,B
Inderal LA,9.0,Migraine Prevention,B
Depakote ER,8.75,Migraine Prevention,B
Zonegran,8.633333333333333,Migraine Prevention,B
Zonisamide,8.590909090909092,Migraine Prevention,B
Verelan,8.5,Migraine Prevention,B
Riboflavin,8.333333333333334,Migraine Prevention,B
Vitamin B2,8.333333333333334,Migraine Prevention,B
Aricept ODT,9.5,Mild Cognitive Impairment,A
Cyclizine,10.0,Motion Sickness,A
Marezine,10.0,Motion Sickness,A
Travel-Eze,10.0,Motion Sickness,A
Dimenhydrinate,9.64102564102564,Motion Sickness,A
Dramamine,9.612903225806452,Motion Sickness,A
Transderm-Scop,9.214285714285714,Motion Sickness,A
Scopolamine,9.208955223880597,Motion Sickness,A
Lenalidomide,10.0,Multiple Myeloma,A
Pomalidomide,10.0,Multiple Myeloma,A
Pomalyst,10.0,Multiple Myeloma,A
Revlimid,10.0,Multiple Myeloma,A
Bortezomib,9.5,Multiple Myeloma,A
Velcade,9.5,Multiple Myeloma,A
Alemtuzumab,10.0,Multiple Sclerosis,A
Lemtrada,10.0,Multiple Sclerosis,A
Mitoxantrone,10.0,Multiple Sclerosis,A
Novantrone,10.0,Multiple Sclerosis,A
Avonex Pen,9.857142857142858,Multiple Sclerosis,A
Ampyra,9.487804878048781,Multiple Sclerosis,A
Dalfampridine,9.487804878048781,Multiple Sclerosis,A
Natalizumab,9.456140350877194,Multiple Sclerosis,A
Tysabri,9.446428571428571,Multiple Sclerosis,A
Avonex,9.368421052631579,Multiple Sclerosis,A
Dimethyl fumarate,9.31578947368421,Multiple Sclerosis,A
Tecfidera,9.31578947368421,Multiple Sclerosis,A
Glatiramer,9.12987012987013,Multiple Sclerosis,A
Copaxone,9.121621621621621,Multiple Sclerosis,A
Interferon beta-1a,9.081632653061224,Multiple Sclerosis,A
Fingolimod,8.73076923076923,Multiple Sclerosis,B
Gilenya,8.72,Multiple Sclerosis,B
Betaseron,8.5,Multiple Sclerosis,B
Interferon beta-1b,8.5,Multiple Sclerosis,B
Peginterferon beta-1a,8.5,Multiple Sclerosis,B
Plegridy,8.5,Multiple Sclerosis,B
Rebif,8.5,Multiple Sclerosis,B
Rebif Rebidose,8.5,Multiple Sclerosis,B
Aubagio,8.357142857142858,Multiple Sclerosis,B
Teriflunomide,8.142857142857142,Multiple Sclerosis,B
Glatopa,8.0,Multiple Sclerosis,C
Acetaminophen / caffeine / magnesium salicylate,10.0,Muscle Pain,A
KneeRelief,10.0,Muscle Pain,A
Lidocaine / menthol,10.0,Muscle Pain,A
Aspirin / caffeine / orphenadrine,9.857142857142858,Muscle Pain,A
Norgesic,9.75,Muscle Pain,A
Acetaminophen,9.241379310344827,Muscle Pain,A
Methyl salicylate,9.2,Muscle Pain,A
Salonpas Pain Patch,9.0,Muscle Pain,B
Anaprox,8.5,Muscle Pain,B
Fexmid,10.0,Muscle Spasm,A
Norgesic Forte,10.0,Muscle Spasm,A
Soma,9.5859375,Muscle Spasm,A
Carisoprodol,9.582822085889571,Muscle Spasm,A
Parafon Forte DSC,9.5,Muscle Spasm,A
Norflex,9.444444444444445,Muscle Spasm,A
Aspirin / carisoprodol / codeine,9.4,Muscle Spasm,A
Orphenadrine,9.4,Muscle Spasm,A
Soma Compound with Codeine,9.4,Muscle Spasm,A
Soma Compound,9.3,Muscle Spasm,A
Aspirin / carisoprodol,9.153846153846153,Muscle Spasm,A
Chlorzoxazone,9.153846153846153,Muscle Spasm,A
Zanaflex,9.053571428571429,Muscle Spasm,A
Metaxalone,9.043478260869565,Muscle Spasm,A
Skelaxin,9.0,Muscle Spasm,B
Lorzone,8.909090909090908,Muscle Spasm,B
Methocarbamol,8.818181818181818,Muscle Spasm,B
Robaxin,8.814814814814815,Muscle Spasm,B
Tizanidine,8.811965811965813,Muscle Spasm,B
Lioresal,8.727272727272727,Muscle Spasm,B
Diastat,8.5,Muscle Spasm,B
Lioresal Intrathecal,7.0,Muscle Spasm,C
Neostigmine,10.0,Myasthenia Gravis,A
Prostigmin Bromide,10.0,Myasthenia Gravis,A
Mestinon Timespan,9.666666666666666,Myasthenia Gravis,A
CellCept,9.136363636363637,Myasthenia Gravis,A
Mycophenolate mofetil,9.088235294117647,Myasthenia Gravis,A
Pyridostigmine,8.588235294117647,Myasthenia Gravis,B
Mestinon,8.333333333333334,Myasthenia Gravis,B
Vidaza,9.8,Myelodysplastic Syndrome,A
Azacitidine,9.5,Myelodysplastic Syndrome,A
Xyrem,9.067796610169491,Narcolepsy,A
Ritalin-SR,9.0,Narcolepsy,B
Acrivastine / pseudoephedrine,10.0,Nasal Congestion,A
Drixoral Decongestant Non-Drowsy,10.0,Nasal Congestion,A
Eyebright,10.0,Nasal Congestion,A
Loratadine-D 24 Hour,10.0,Nasal Congestion,A
Mucinex Sinus-Max Full Force,10.0,Nasal Congestion,A
Neo-Synephrine Nasal,10.0,Nasal Congestion,A
Nexafed Nasal Decongestant,10.0,Nasal Congestion,A
Privine,10.0,Nasal Congestion,A
Semprex-D,10.0,Nasal Congestion,A
Sudafed 24-Hour,10.0,Nasal Congestion,A
Sudafed PE Congestion,10.0,Nasal Congestion,A
Todays Health Nasal  Relief Extra Moisturizing,10.0,Nasal Congestion,A
Vicks Sinex 12-Hour Decongestant Nasal Spray,10.0,Nasal Congestion,A
